Post_ID;Post_Name;Post_Code;Riverbas_Name;WaterLab_Name;Latitude;Longitude;Controle_Date;Azot;BSK5;Zavisli;Kisen;Sulfat;Hlorid;Amoniy;Nitrat;Nitrit;Fosfat;SPAR;Permanganat;HSK;Fitoplan;Atrazin;Simazin
27301;р. Улічка, 1 км, с. Забрідь, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0001 01 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.918967;22.4571;2019-11-26;NULL;2.7;7.1;13.6;18.2;3.1;NULL;NULL;NULL;NULL;NULL;1.4;5;NULL;0;0
27301;р. Улічка, 1 км, с. Забрідь, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0001 01 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.918967;22.4571;2019-12-10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27302;р. Убля, 1 км, с. М.Березний, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0075 0001 0121;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.851411;22.445419;2019-10-02;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27302;р. Убля, 1 км, с. М.Березний, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0075 0001 0121;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.851411;22.445419;2019-11-26;NULL;2.6;8.2;13;21.1;9.9;NULL;NULL;NULL;NULL;NULL;2.1;5;NULL;0;0
27328;р. Киргиж-Китай, 49 км, с. М. Ярославець, кордон з Молдовою;ЧЕР ДУНАЙ 0060 0000 0000 0000 0000 0049 01 51;Дунай;Лабораторія моніторингу вод БУВР річок Причорномор'я та нижнього Дунаю;46.097983;28.995199;2019-11-25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27328;р. Киргиж-Китай, 49 км, с. М. Ярославець, кордон з Молдовою;ЧЕР ДУНАЙ 0060 0000 0000 0000 0000 0049 01 51;Дунай;Лабораторія моніторингу вод БУВР річок Причорномор'я та нижнього Дунаю;46.097983;28.995199;2019-12-18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27330;р. Західний Буг, 704 км, м. Кам'янка Бузька, в/з;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0704 01 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.111286;24.349356;2019-10-01;NULL;1.67;10;6.25;54.38;50.37;1.38;2.55;0.09;0.57;NULL;NULL;15.45;NULL;0;0
27330;р. Західний Буг, 704 км, м. Кам'янка Бузька, в/з;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0704 01 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.111286;24.349356;2019-11-19;NULL;4.24;8;7.32;75.4;46.9;0.71;2.55;0.1;0.57;NULL;NULL;15.89;NULL;0;0
27330;р. Західний Буг, 704 км, м. Кам'янка Бузька, в/з;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0704 01 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.111286;24.349356;2019-12-03;NULL;6.27;17;4.84;91.05;62.53;5.69;10.4;0.42;1.62;NULL;NULL;20.56;NULL;0;0
27333;р. Західний Буг, 637 км, м. Сокаль, в/з;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0637 04 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.485078;24.272656;2019-10-01;NULL;5.53;12;6.91;86.93;59.06;2.12;10.5;0.42;1.22;NULL;NULL;18.65;NULL;0;0
27333;р. Західний Буг, 637 км, м. Сокаль, в/з;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0637 04 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.485078;24.272656;2019-11-19;NULL;4.45;23;5.68;100.94;60.8;1.36;17.4;0.48;0.62;NULL;NULL;16.37;NULL;0;0
27333;р. Західний Буг, 637 км, м. Сокаль, в/з;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0637 04 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.485078;24.272656;2019-12-03;NULL;5.48;21;7.49;84.05;60.8;1.45;18.65;0.29;1.17;NULL;NULL;18.96;NULL;0;0
27334;р. Західний Буг, 631 км, с. Литовеж, міст автодороги Нововолинськ-Червоноград, кордон з Польщею;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0631 05 07;Вісла;Лабораторія моніторингу вод та ґрунтів РОВР у Волинській області;50.618044;24.187986;2019-11-04;NULL;4.83;10.5;7.73;64.98;50.29;0.25;3.73;0.189;0.084;NULL;NULL;22.73;NULL;NULL;NULL
27335;р. Західний Буг, 583,5 км, с. Амбуків, 500 м нижче впадіння р. Хучва, кордон з Польщею;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0584 07 07;Вісла;Лабораторія моніторингу вод та ґрунтів РОВР у Волинській області;50.810753;23.968728;2019-10-16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27335;р. Західний Буг, 583,5 км, с. Амбуків, 500 м нижче впадіння р. Хучва, кордон з Польщею;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0584 07 07;Вісла;Лабораторія моніторингу вод та ґрунтів РОВР у Волинській області;50.810753;23.968728;2019-11-04;NULL;4.83;8.5;6.6;86.7;52.02;0.32;6.96;0.347;0.114;NULL;NULL;34.1;NULL;NULL;NULL
27335;р. Західний Буг, 583,5 км, с. Амбуків, 500 м нижче впадіння р. Хучва, кордон з Польщею;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0584 07 07;Вісла;Лабораторія моніторингу вод та ґрунтів РОВР у Волинській області;50.810753;23.968728;2019-12-11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27336;р. Західний Буг, 569 км, м. Устилуг,, 500 м нижче впадіння р.Устилуг, кордон з Польщею;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0569 09 07;Вісла;Лабораторія моніторингу вод та ґрунтів РОВР у Волинській області;50.869453;24.14285;2019-10-16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27573;"р. Саксагань, 65 км, м.Пятихатки, Макортовське водосховище, м.Пятихатки, питний водозабір КП ПМР ""Житлокомплекс""";NULL;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.227072;33.772239;2019-11-12;NULL;3.24;5.4;7.16;1367.83;446.71;0.47;0.52;0.17;0.24;NULL;NULL;34.7;NULL;NULL;NULL
27573;"р. Саксагань, 65 км, м.Пятихатки, Макортовське водосховище, м.Пятихатки, питний водозабір КП ПМР ""Житлокомплекс""";NULL;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.227072;33.772239;2019-12-10;NULL;1.46;5;9.2;1421.69;581.43;0.42;0.67;0.03;0.09;NULL;NULL;29;NULL;NULL;NULL
27576;"р. Десна, 20 км,  м. Бровари, КП ""Броваритепловодоенергія""";NULL;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;50.616111;30.706111;2019-10-08;NULL;1.8;7.8;7.6;42.1;17.1;0.72;2.1;0.08;0.22;NULL;NULL;22;NULL;NULL;NULL
27576;"р. Десна, 20 км,  м. Бровари, КП ""Броваритепловодоенергія""";NULL;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;50.616111;30.706111;2019-11-18;NULL;2.4;6.5;9.7;90.7;20.7;0.12;2.3;0.11;0.1;NULL;NULL;25.8;NULL;NULL;NULL
27576;"р. Десна, 20 км,  м. Бровари, КП ""Броваритепловодоенергія""";NULL;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;50.616111;30.706111;2019-12-03;NULL;2.2;4.2;10.5;36.1;17.4;0.26;3.6;0.05;0.23;NULL;NULL;21.7;NULL;NULL;NULL
27577;"р. Дніпро, 219 км, с.Придніпровське, КП ""Дніпро"" Придніпровської с/р";NULL;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;47.616219;34.486675;2019-10-16;NULL;3.89;6.9;8.94;49.89;39;0.34;0.87;0.03;0.1;NULL;NULL;31.2;NULL;NULL;NULL
27577;"р. Дніпро, 219 км, с.Придніпровське, КП ""Дніпро"" Придніпровської с/р";NULL;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;47.616219;34.486675;2019-11-19;NULL;2.17;5;9.47;49.38;40.77;0.26;2.01;0.03;0.21;NULL;NULL;32.4;NULL;NULL;NULL
27577;"р. Дніпро, 219 км, с.Придніпровське, КП ""Дніпро"" Придніпровської с/р";NULL;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;47.616219;34.486675;2019-12-17;NULL;1.77;5;9.36;38.42;39;0.35;2.07;0.06;0.22;NULL;NULL;30.4;NULL;NULL;NULL
