Post_ID;Post_Name;Post_Code;Riverbas_Name;WaterLab_Name;Latitude;Longitude;Controle_Date;Azot;BSK5;Zavisli;Kisen;Sulfat;Hlorid;Amoniy;Nitrat;Nitrit;Fosfat;SPAR;Permanganat;HSK;Fitoplan;Atrazin;Simazin
27339;р. Полтва, 30 км, с.Кам’янопіль, Пустомитівський р-н, кільцева дорога біля шлюзу; БАЛ ВИСЛА 0388 0782 0000 0000 0000 0030 01 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;49.87005;24.166031;2019-05-21;NULL;30.84;83;3.85;117.83;86.85;4.61;2.95;3.9;1.2;NULL;NULL;81.96;NULL;NULL;NULL
27339;р. Полтва, 30 км, с.Кам’янопіль, Пустомитівський р-н, кільцева дорога біля шлюзу; БАЛ ВИСЛА 0388 0782 0000 0000 0000 0030 01 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;49.87005;24.166031;2019-06-19;NULL;15.33;73;2.62;120.72;102.49;11.37;10.95;0.96;1.41;NULL;NULL;39.76;NULL;NULL;NULL
27343;р. Вишня, 37 км, с. Чернево, кордон з Польщею, під мостом дороги м. Мостиська - с. Краковець;БАЛ ВИСЛА 0665 0137 0000 0000 0000 0037 01 46;Вісла;NULL;49.8723;23.083372;2019-06-11;NULL;1.72;35;6.55;48.2;26.06;0.42;0.3;0.3;0.08;NULL;NULL;9.9;NULL;NULL;NULL
27344;р. Шкло, 66 км, с. Краковець, кордон з Польщею, під мостом дороги м. Львів - с. Краковець;БАЛ ВИСЛА 0665 0123 0000 0000 0000 0066 01 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;49.952606;23.192978;2019-06-11;NULL;1.75;60;6.39;543.02;22.58;0.65;0.2;0.36;0.06;NULL;NULL;11.05;NULL;NULL;NULL
27345;р. Завадівка, 12 км, с. Грушів, Яворівський р-н (кордон з Республікою Польща);БАЛ ВИСЛА 0665 0105 0049 0000 0000 0012 01 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.0867;23.317294;2019-06-11;NULL;1.38;0;6.42;25.13;8.69;0.55;0.2;0.06;0.01;NULL;NULL;9.88;NULL;NULL;NULL
27349;р. Сарата, 94 км, с. Міняйлівка, кордон з Молдовою;ЧЕР САРАТА 0000 0000 0000 0000 0000 0094 01 51;Річки Причорномор'я;Лабораторія моніторингу вод та ґрунтів БУВР річок Причорномор'я та нижнього Дунаю;46.397639;29.510778;2019-05-15;NULL;1;167;8.7;1474.1;496.3;1.1;0.5;0.04;0.08;0.21;NULL;49;NULL;NULL;NULL
27351;р. Когільник, 131 км, с. Серпневе, кордон з Молдовою;ЧЕР КОГИЛЬ 0000 0000 0000 0000 0000 0131 01 51;Річки Причорномор'я;Лабораторія моніторингу вод та ґрунтів БУВР річок Причорномор'я та нижнього Дунаю;46.296167;29.014361;2019-05-15;NULL;6.7;77;7.5;713.28;230.43;0.7;9.9;0.54;0.87;0.31;NULL;14.7;NULL;NULL;NULL
27352;р. Чага, 66 км, с. Петровка, кордон з Молдовою;ЧЕР КОГИЛЬ 0051 0000 0000 0000 0000 0066 01 51;Річки Причорномор'я;Лабораторія моніторингу вод та ґрунтів БУВР річок Причорномор'я та нижнього Дунаю;46.501222;29.169611;2019-05-15;NULL;11.2;187;11.7;1022.9;460.85;0.9;6;0.06;0.16;0.46;NULL;34;NULL;NULL;NULL
27354;р. Хаджидер, 68 км, с. Чистоводне, кордон з Молдовою;ЧЕР ХАДЖИДЕР 0000 0000 0000 0000 0000 0068 01 51;Річки Причорномор'я;Лабораторія моніторингу вод та ґрунтів БУВР річок Причорномор'я та нижнього Дунаю;46.470861;29.738833;2019-05-15;NULL;6.8;214;7.8;643.68;194.98;0.3;6.1;0.03;0.08;0.12;NULL;16;NULL;NULL;NULL
27355;р. Каплань, 19 км, с. Крутоярівка, кордон з Молдовою;ЧЕР ХАДЖИДЕР 0049 0000 0000 0000 0000 0019 01 51;Річки Причорномор'я;Лабораторія моніторингу вод та ґрунтів БУВР річок Причорномор'я та нижнього Дунаю;46.345333;29.859806;2019-05-15;NULL;2.7;339;3.1;1074.2;265.88;1.05;44.9;0.66;0.16;0.3;NULL;63;NULL;NULL;NULL
27369;р. Бахмутка, 55 км, вище м. Бахмут;АЗО ДОН 0218 0484 0000 0000 0000 0055 01 14;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.559;38.024;2019-04-23;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27586;р. Сіверський Донець, 0 км, с. Богородичне;UA_M6.5.1_0004_03;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;49.022647;37.512722;2019-04-08;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27586;р. Сіверський Донець, 0 км, с. Богородичне;UA_M6.5.1_0004_03;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;49.022647;37.512722;2019-05-21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27586;р. Сіверський Донець, 0 км, с. Богородичне;UA_M6.5.1_0004_03;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;49.022647;37.512722;2019-06-04;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27588;р. Оскіл, 0 км, гирло;NULL;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;49.103806;37.40965;2019-04-08;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27588;р. Оскіл, 0 км, гирло;NULL;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;49.103806;37.40965;2019-05-21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27588;р. Оскіл, 0 км, гирло;NULL;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;49.103806;37.40965;2019-06-04;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27590;"р. Сіверський Донець, 0 км, водозабір КП ""Слов'янськводоканал""";UA_M6.5.1_0005_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.948164;37.637131;2019-04-16;1.75;3.52;NULL;10.05;307.4;76.2;0.37;6.44;0.068;0.92;NULL;NULL;19.5;NULL;0;0
27590;"р. Сіверський Донець, 0 км, водозабір КП ""Слов'янськводоканал""";UA_M6.5.1_0005_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.948164;37.637131;2019-05-14;1.92;3.56;NULL;9.89;297.8;78.1;0.36;6.87;0.072;1.09;NULL;NULL;19.6;NULL;0;0
27590;"р. Сіверський Донець, 0 км, водозабір КП ""Слов'янськводоканал""";UA_M6.5.1_0005_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.948164;37.637131;2019-06-03;1.74;3.54;NULL;9.68;302.6;81.7;0.32;6.32;0.064;1.2;NULL;NULL;19.5;NULL;0;0
27592;"р. Сіверський Донець, 0 км, водозабір Слов'янського РВУ КП ""Компанія Вода Донбасу""";UA_M6.5.1_0005_02;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.943011;37.692483;2019-04-16;1.73;3.58;NULL;10.57;312.2;76.2;0.4;6.36;0.07;0.88;NULL;NULL;20.6;NULL;0;0
27592;"р. Сіверський Донець, 0 км, водозабір Слов'янського РВУ КП ""Компанія Вода Донбасу""";UA_M6.5.1_0005_02;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.943011;37.692483;2019-05-14;1.86;3.6;NULL;10.41;307.8;78.1;0.41;6.4;0.073;1.03;NULL;NULL;20.7;NULL;0;0
27592;"р. Сіверський Донець, 0 км, водозабір Слов'янського РВУ КП ""Компанія Вода Донбасу""";UA_M6.5.1_0005_02;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.943011;37.692483;2019-06-03;1.78;3.58;NULL;10.18;307.4;81.7;0.38;6.21;0.068;1.14;NULL;NULL;20.6;NULL;0;0
27594;р. Сухий Торець , 0 км, гирло;UA_M6.5.1_0339_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.818467;37.584158;2019-04-16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27594;р. Сухий Торець , 0 км, гирло;UA_M6.5.1_0339_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.818467;37.584158;2019-05-14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27594;р. Сухий Торець , 0 км, гирло;UA_M6.5.1_0339_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.818467;37.584158;2019-06-03;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27616;"р. Слониця, 23 км, водозабір ТзОВ ""Трускавецьводоканал""";UA_M5.2_0099_01;Дністер;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;49.265222;23.504511;2019-06-19;NULL;0.65;0;7.05;31.93;53.85;0.25;1.25;0.02;0.2;NULL;NULL;8.7;NULL;NULL;NULL
27618;р. Жонка, 3 км, питний водозабір, ВУВКГ м. Яремче;NULL;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.445306;24.53605;2019-04-23;NULL;1.5;NULL;11.4;26;11;0.19;3;0.015;0.044;0;NULL;5.6;NULL;NULL;NULL
27618;р. Жонка, 3 км, питний водозабір, ВУВКГ м. Яремче;NULL;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.445306;24.53605;2019-05-10;NULL;2.6;NULL;11;31;6.9;0.47;1.7;0.018;0.046;0;NULL;12;NULL;NULL;NULL
27618;р. Жонка, 3 км, питний водозабір, ВУВКГ м. Яремче;NULL;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.445306;24.53605;2019-06-18;NULL;3.8;NULL;11;28;9;0.57;2.6;0.017;0.052;0;NULL;16;NULL;NULL;NULL
27620;р. Свіча, 57 км, с. Княжолука, питний водозабір м. Доина, Долинське ВУВКГ;UA_M5.2_0256_01;Дністер;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.965008;23.907069;2019-04-24;NULL;1.9;NULL;11.3;53;18;0.24;2.9;0.032;0.094;0;NULL;8;NULL;NULL;NULL
27620;р. Свіча, 57 км, с. Княжолука, питний водозабір м. Доина, Долинське ВУВКГ;UA_M5.2_0256_01;Дністер;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.965008;23.907069;2019-05-20;NULL;2.7;NULL;9.9;64;24;0.3;3.9;0.037;0.12;0;NULL;16;NULL;NULL;NULL
27620;р. Свіча, 57 км, с. Княжолука, питний водозабір м. Доина, Долинське ВУВКГ;UA_M5.2_0256_01;Дністер;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.965008;23.907069;2019-06-25;NULL;2.8;NULL;9.5;57;21;0.37;3.1;0.034;0.19;0;NULL;18;NULL;NULL;NULL
27622;р. Серет, 81 км, питний водозабір м. Чортків;UA_M5.2_0591_01;Дністер;Лабораторія моніторингу вод та ґрунтів РОВР у Тернопільській області;49.023489;25.786725;2019-04-17;NULL;2.72;12;12.48;46.91;35.5;0.2;4.88;0.044;0.58;0.0202;NULL;28;NULL;NULL;NULL
27622;р. Серет, 81 км, питний водозабір м. Чортків;UA_M5.2_0591_01;Дністер;Лабораторія моніторингу вод та ґрунтів РОВР у Тернопільській області;49.023489;25.786725;2019-05-07;NULL;3.36;16;12;17.28;29.47;0.13;5.85;0.207;1.05;0.0638;NULL;27.1;NULL;NULL;NULL
27622;р. Серет, 81 км, питний водозабір м. Чортків;UA_M5.2_0591_01;Дністер;Лабораторія моніторингу вод та ґрунтів РОВР у Тернопільській області;49.023489;25.786725;2019-06-12;NULL;3.44;18;10.2;42.8;26.63;0.95;5.5;0.336;0.99;0.0585;NULL;30.8;NULL;NULL;NULL
27624;р. Уж, 85 км, вище смт. Великий Березний, питний водозабір;NULL;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.913889;22.461111;2019-04-25;NULL;3.4;NULL;10.7;12.4;5.6;NULL;NULL;NULL;NULL;0.01;NULL;6.4;NULL;NULL;NULL
27624;р. Уж, 85 км, вище смт. Великий Березний, питний водозабір;NULL;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.913889;22.461111;2019-05-20;NULL;2.8;NULL;10.5;15.8;5;NULL;NULL;NULL;NULL;0.007;NULL;5.8;NULL;NULL;NULL
27624;р. Уж, 85 км, вище смт. Великий Березний, питний водозабір;NULL;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.913889;22.461111;2019-06-19;NULL;3.2;NULL;10.7;13.7;5.6;NULL;NULL;NULL;NULL;0.006;NULL;5.9;NULL;NULL;NULL
27626;р. Волівчик, 0 км, 5 км вище смт. Воловець, питний водозабір;NULL;Дунай;NULL;48.547778;23.498611;2019-04-22;NULL;2.4;NULL;11;13.3;5.2;NULL;NULL;NULL;NULL;0.003;NULL;5.2;NULL;NULL;NULL
27626;р. Волівчик, 0 км, 5 км вище смт. Воловець, питний водозабір;NULL;Дунай;NULL;48.547778;23.498611;2019-05-07;NULL;2.8;NULL;11.2;14.8;5.4;NULL;NULL;NULL;NULL;0.004;NULL;5.6;NULL;NULL;NULL
27626;р. Волівчик, 0 км, 5 км вище смт. Воловець, питний водозабір;NULL;Дунай;NULL;48.547778;23.498611;2019-06-05;NULL;2.7;NULL;10.8;15.7;4.9;NULL;NULL;NULL;NULL;0.004;NULL;5.9;NULL;NULL;NULL
26968;р. Ірша, 31 км, м. Малин, питний в/з міста;ЧЕР ДНЕПР 0955 0118 0000 0000 0000 0031 02 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.764089;29.222356;2019-04-10;0.46;2.8;5.1;11.92;109;30;0.2;0.25;0.006;0.01;NULL;NULL;28.22;NULL;NULL;NULL
26968;р. Ірша, 31 км, м. Малин, питний в/з міста;ЧЕР ДНЕПР 0955 0118 0000 0000 0000 0031 02 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.764089;29.222356;2019-05-16;0.42;2.56;5.3;9.6;96;28;0.13;0.29;0.003;0.01;NULL;NULL;24.96;NULL;NULL;NULL
26968;р. Ірша, 31 км, м. Малин, питний в/з міста;ЧЕР ДНЕПР 0955 0118 0000 0000 0000 0031 02 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.764089;29.222356;2019-06-11;0.4;3.04;5.8;8.48;83;30;0.19;0.21;0.005;0.004;NULL;NULL;31.2;NULL;NULL;NULL
26969;р. Возня, 8 км, с. Рудня Городищенська, питний в/забір м. Малин;ЧЕР ДНЕПР 0955 0118 0022 0000 0000 0008 01 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.7092;29.286833;2019-04-10;0.39;2.64;5;10.32;45;28;0.17;0.22;0.004;0.009;NULL;NULL;26.21;NULL;NULL;NULL
26969;р. Возня, 8 км, с. Рудня Городищенська, питний в/забір м. Малин;ЧЕР ДНЕПР 0955 0118 0022 0000 0000 0008 01 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.7092;29.286833;2019-05-16;0.56;3.12;5.2;9.04;51;17;0.3;0.26;0.004;0.049;NULL;NULL;33.28;NULL;NULL;NULL
26969;р. Возня, 8 км, с. Рудня Городищенська, питний в/забір м. Малин;ЧЕР ДНЕПР 0955 0118 0022 0000 0000 0008 01 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.7092;29.286833;2019-06-11;0.93;3.52;5.4;7.04;54;34;0.58;0.33;0.024;0.031;NULL;NULL;42.1;NULL;NULL;NULL
26978;р. Дніпро, 854,5 км, водосховище, 500 м нижче БСА;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0854 08 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;50.3168;30.633358;2019-04-22;NULL;5.3;5.2;8.9;37.6;34.74;1.95;7.6;0.55;0.77;NULL;NULL;53.6;NULL;NULL;NULL
26978;р. Дніпро, 854,5 км, водосховище, 500 м нижче БСА;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0854 08 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;50.3168;30.633358;2019-05-14;NULL;4;5.8;7.1;51.3;25.9;1.24;4;0.24;1.22;NULL;NULL;41.2;NULL;NULL;NULL
26978;р. Дніпро, 854,5 км, водосховище, 500 м нижче БСА;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0854 08 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;50.3168;30.633358;2019-06-10;NULL;3.2;21.8;7.5;28.4;24.3;0.43;4;0.29;0.47;NULL;NULL;31.7;NULL;NULL;NULL
26982;р. Десна, 573 км, с. Мурав′ї, Новгород-Сіверського р-ну;ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0573 01 74;Дніпро;Лабораторія моніторингу вод та ґрунтів Деснянського БУВР;52.346925;33.397872;2019-05-15;NULL;1.98;12.1;8.27;38.81;10.64;0.2;1.72;0.072;0.15;0.01;NULL;34;NULL;NULL;NULL
26983;р. Десна, 569 км, с. Камінь, Новгород-Сіверського р-ну (кордон з РФ) створ злиття р. Судость з  р. Десна;ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0569 02 74;Дніпро;Лабораторія моніторингу вод та ґрунтів Деснянського БУВР;52.286669;33.367956;2019-05-15;NULL;2.05;11.2;8.53;36.85;11.52;0.17;1.69;0.08;0.16;0.01;NULL;34;NULL;NULL;NULL
26988;р. Десна, 3 км, м.Київ, Деснянський питний в/з міста;ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0003 07 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;50.551;30.569;2019-04-09;NULL;4.5;26.2;9.7;40.6;14.9;0.32;1.1;0.06;0.06;NULL;NULL;27.4;NULL;NULL;NULL
26988;р. Десна, 3 км, м.Київ, Деснянський питний в/з міста;ЧЕР ДНЕПР 0892 0000 0000 0000 0000 0003 07 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;50.551;30.569;2019-05-14;NULL;2.3;5.6;9;48.2;15.6;0.3;1;0.03;0.32;NULL;NULL;24.5;NULL;NULL;NULL
27073;"р. Дніпро, 404 км, м. Дніпро, ВП ""ПдТЄС"" ПАТ ""ДТЕК Дніпроенерго"", питний  в/з";ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0404 26 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.411528;35.102308;2019-06-11;NULL;3.3;13;6.61;57.2;35.25;0.31;1.22;0.04;0.18;NULL;NULL;34.8;NULL;NULL;NULL
27074;"р. Дніпро, 372 км, с.Воронове, питний в/з водоводу ДМП ВКП ""Дніпро-Західний Донбас""";ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0372 27 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.154706;35.202486;2019-04-23;NULL;2.2;6.7;8.6;51.75;33.68;0.34;0.7;0.03;0.19;NULL;NULL;30;NULL;NULL;NULL
27074;"р. Дніпро, 372 км, с.Воронове, питний в/з водоводу ДМП ВКП ""Дніпро-Західний Донбас""";ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0372 27 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.154706;35.202486;2019-05-28;NULL;2;14.8;7.92;64.81;33.68;0.44;0.5;0.03;0.16;NULL;NULL;28.3;NULL;NULL;NULL
27074;"р. Дніпро, 372 км, с.Воронове, питний в/з водоводу ДМП ВКП ""Дніпро-Західний Донбас""";ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0372 27 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.154706;35.202486;2019-06-12;NULL;3.2;13.6;8.01;53.91;36.11;0.31;1.55;0.03;0.15;NULL;NULL;36;NULL;NULL;NULL
27075;р. Дніпро, 365 км, с. Військове, питний в/з Солонянського району;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0365 28 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.174839;35.172567;2019-04-23;NULL;2.1;8.6;8.74;53.8;35.45;0.28;1.26;0.03;0.13;NULL;NULL;29.5;NULL;NULL;NULL
27075;р. Дніпро, 365 км, с. Військове, питний в/з Солонянського району;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0365 28 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.174839;35.172567;2019-05-28;NULL;2.1;12.4;7.5;48.97;31.91;0.34;0.5;0.03;0.1;NULL;NULL;27.5;NULL;NULL;NULL
27075;р. Дніпро, 365 км, с. Військове, питний в/з Солонянського району;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0365 28 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.174839;35.172567;2019-06-12;NULL;3.3;12.8;8.22;56.27;34.39;0.38;0.93;0.03;0.23;NULL;NULL;36.5;NULL;NULL;NULL
27076;р. Дніпро, 328 км, м. Запоріжжя, в/б'єф Дніпровської ГЕС, питний в/з міста;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0328 29 23;Дніпро;Лабораторія моніторингу вод  БУВР річок Приазов'я;47.818;35.1;2019-04-01;NULL;2.3;5;8.9;43.2;30.7;0.348;1.75;0.035;0.314;NULL;NULL;23;NULL;NULL;NULL
27076;р. Дніпро, 328 км, м. Запоріжжя, в/б'єф Дніпровської ГЕС, питний в/з міста;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0328 29 23;Дніпро;Лабораторія моніторингу вод  БУВР річок Приазов'я;47.818;35.1;2019-05-06;NULL;2.7;5;9.9;56.5;32.1;0.353;2.76;0.037;0.284;NULL;NULL;24.5;NULL;NULL;NULL
27076;р. Дніпро, 328 км, м. Запоріжжя, в/б'єф Дніпровської ГЕС, питний в/з міста;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0328 29 23;Дніпро;Лабораторія моніторингу вод  БУВР річок Приазов'я;47.818;35.1;2019-06-03;NULL;2.9;5;8.4;49.5;37.4;0.445;1.88;0.03;0.242;NULL;NULL;24.5;NULL;NULL;NULL
27094;р. Дніпро, 245 км, м. Марганець, питний в/з;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0245 39 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;47.590297;34.474808;2019-04-16;NULL;1.2;10.4;8.83;36.61;31.02;0.28;0.5;0.03;0.07;NULL;NULL;28.3;NULL;NULL;NULL
