Post_ID;Post_Name;Post_Code;Riverbas_Name;WaterLab_Name;Latitude;Longitude;Controle_Date;Azot;BSK5;Zavisli;Kisen;Sulfat;Hlorid;Amoniy;Nitrat;Nitrit;Fosfat;SPAR;Permanganat;HSK;Fitoplan;Atrazin;Simazin
27596;"р. Бичок, 0 км, нижня ділянка в межах ЛРП ""Клебан-Бик""";UA_M6.5.1_0299_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.436806;37.771842;2019-07-17;NULL;NULL;16;9.05;NULL;NULL;NULL;NULL;NULL;NULL;0.02;NULL;NULL;NULL;0;0
27622;р. Серет, 81 км, питний водозабір м. Чортків;UA_M5.2_0591_01;Дністер;Лабораторія моніторингу вод та ґрунтів РОВР у Тернопільській області;49.023489;25.786725;2019-09-17;NULL;2.72;12;7.9;31.69;31.24;0.06;5.6;0.049;1;0.0682;NULL;28.8;NULL;0;0
27277;р. Тиса, 882 км, м. Тячів, питний в/з, АІВС якості***;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0882 06 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.004981;23.575919;2019-08-14;NULL;2.6;NULL;9.8;18.4;14.8;NULL;NULL;NULL;NULL;0.01;NULL;5.4;NULL;0;0
27277;р. Тиса, 882 км, м. Тячів, питний в/з, АІВС якості***;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0882 06 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.004981;23.575919;2019-09-11;NULL;2.2;5.2;12.1;25.3;27.6;NULL;NULL;NULL;NULL;0.006;1.8;5;NULL;0;0
27279;р. Тиса, 807 км, смт.Вілок, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0807 09 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.096456;22.837153;2019-07-10;NULL;4.2;10.3;9.3;19.4;21.3;NULL;NULL;NULL;NULL;NULL;8.2;15.8;NULL;0;0
27279;р. Тиса, 807 км, смт.Вілок, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0807 09 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.096456;22.837153;2019-08-14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27279;р. Тиса, 807 км, смт.Вілок, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0807 09 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.096456;22.837153;2019-09-11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.006;0
27280;р. Тиса, 696 км, м. Чоп, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0696 10 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.413503;22.171906;2019-07-24;NULL;4;14.8;9.2;31.8;80.9;NULL;NULL;NULL;NULL;NULL;4.8;8.3;NULL;0;0
27280;р. Тиса, 696 км, м. Чоп, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0696 10 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.413503;22.171906;2019-08-28;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27280;р. Тиса, 696 км, м. Чоп, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0696 10 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.413503;22.171906;2019-09-25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27288;р. Тиса, 807 км, смт. Вілок, канал Батар, в/з ЗС;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0807 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.039164;22.946075;2019-07-10;NULL;3.9;10.9;10.2;19.4;11.2;NULL;NULL;NULL;NULL;NULL;7.7;14.6;NULL;0;0
27288;р. Тиса, 807 км, смт. Вілок, канал Батар, в/з ЗС;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0807 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.039164;22.946075;2019-08-14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27288;р. Тиса, 807 км, смт. Вілок, канал Батар, в/з ЗС;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0807 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.039164;22.946075;2019-09-11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27292;р. Латориця, 65 км, м. Чоп, питний в/з, кордон з Словаччиною;ЧЕР ДУНАЙ 1218 0550 0090 0000 0000 0065 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.455792;22.209561;2019-07-24;NULL;3.4;NULL;8.3;23.6;15.7;NULL;NULL;NULL;NULL;0.008;NULL;7.3;NULL;0;0
27292;р. Латориця, 65 км, м. Чоп, питний в/з, кордон з Словаччиною;ЧЕР ДУНАЙ 1218 0550 0090 0000 0000 0065 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.455792;22.209561;2019-08-28;NULL;2.8;NULL;9.1;18.3;15.7;NULL;NULL;NULL;NULL;0.009;NULL;NULL;NULL;0;0
27292;р. Латориця, 65 км, м. Чоп, питний в/з, кордон з Словаччиною;ЧЕР ДУНАЙ 1218 0550 0090 0000 0000 0065 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.455792;22.209561;2019-09-25;NULL;2.1;4.3;11;17.6;15.3;NULL;NULL;NULL;NULL;0.01;2.5;5.4;NULL;0;0
27311;р. Прут, 697 км, с. Костичани, кордон з Румунією та Молдовою, 200 м нижче впадіння в р. Прут р. Черлена;ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0697 07 77;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.21773;26.4982;2019-08-08;NULL;1.12;29;8.88;55.2;27.7;0.058;3.22;0.049;0.068;NULL;2.16;10;NULL;0;0
27311;р. Прут, 697 км, с. Костичани, кордон з Румунією та Молдовою, 200 м нижче впадіння в р. Прут р. Черлена;ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0697 07 77;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.21773;26.4982;2019-09-04;NULL;1.12;11;9.04;73.2;31.9;0.019;3.5;0.047;0.077;0.1;2;10;NULL;NULL;NULL
27315;оз. Ялпуг-Кугурлуй, 0 км, с. Оксамитне Болградського району, Болградський питний в/з;ЧЕР ДУНАЙ 0114 0000 0000 0000 0000 0000 01 51;Дунай;Лабораторія моніторингу вод Дунайського РОВР;45.622511;28.62125;2019-07-29;NULL;15;58;6.8;323.04;265.88;0.6;0;0;0.15;0.4;NULL;36;NULL;0;0
27315;оз. Ялпуг-Кугурлуй, 0 км, с. Оксамитне Болградського району, Болградський питний в/з;ЧЕР ДУНАЙ 0114 0000 0000 0000 0000 0000 01 51;Дунай;Лабораторія моніторингу вод Дунайського РОВР;45.622511;28.62125;2019-08-19;NULL;11;86;4;476.16;257.01;0.9;0;0.03;0.16;0.14;NULL;27.4;NULL;0;0
27315;оз. Ялпуг-Кугурлуй, 0 км, с. Оксамитне Болградського району, Болградський питний в/з;ЧЕР ДУНАЙ 0114 0000 0000 0000 0000 0000 01 51;Дунай;Лабораторія моніторингу вод Дунайського РОВР;45.622511;28.62125;2019-09-23;NULL;2.7;124;4.6;436.32;283.6;0.38;0;0.06;0.12;0.11;NULL;67;NULL;0;0
27317;р. В.Ялпуг, 5,4 км, с. Табаки Болградського р-ну,  впадає в оз.Ялпуг, кордон з Молдовою;ЧЕР ДУНАЙ 0114 0000 0000 0000 0000 0005 01 51;Дунай;Лабораторія моніторингу вод Дунайського РОВР;45.729167;28.588903;2019-07-29;NULL;27;62;3.5;944.16;407.68;0.3;0;0;0.25;0.31;NULL;66;NULL;0;0
27317;р. В.Ялпуг, 5,4 км, с. Табаки Болградського р-ну,  впадає в оз.Ялпуг, кордон з Молдовою;ЧЕР ДУНАЙ 0114 0000 0000 0000 0000 0005 01 51;Дунай;Лабораторія моніторингу вод Дунайського РОВР;45.729167;28.588903;2019-08-19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0.087
27317;р. В.Ялпуг, 5,4 км, с. Табаки Болградського р-ну,  впадає в оз.Ялпуг, кордон з Молдовою;ЧЕР ДУНАЙ 0114 0000 0000 0000 0000 0005 01 51;Дунай;Лабораторія моніторингу вод Дунайського РОВР;45.729167;28.588903;2019-09-23;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27328;р. Киргиж-Китай, 49 км, с. М. Ярославець, кордон з Молдовою;ЧЕР ДУНАЙ 0060 0000 0000 0000 0000 0049 01 51;Дунай;Лабораторія моніторингу вод Дунайського РОВР;46.097983;28.995199;2019-07-29;NULL;15;256;6.8;1568.6;257.01;1.3;0;0.27;0.47;0.42;NULL;29;NULL;0;0
27328;р. Киргиж-Китай, 49 км, с. М. Ярославець, кордон з Молдовою;ЧЕР ДУНАЙ 0060 0000 0000 0000 0000 0049 01 51;Дунай;Лабораторія моніторингу вод Дунайського РОВР;46.097983;28.995199;2019-08-19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27328;р. Киргиж-Китай, 49 км, с. М. Ярославець, кордон з Молдовою;ЧЕР ДУНАЙ 0060 0000 0000 0000 0000 0049 01 51;Дунай;Лабораторія моніторингу вод Дунайського РОВР;46.097983;28.995199;2019-09-23;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0
27330;р. Західний Буг, 704 км, м. Кам'янка Бузька, в/з;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0704 01 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.111286;24.349356;2019-07-10;NULL;3.85;6;3.56;81.99;41.69;1.73;3.75;0.28;1.21;NULL;NULL;20.3;NULL;0.028;0
27330;р. Західний Буг, 704 км, м. Кам'янка Бузька, в/з;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0704 01 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.111286;24.349356;2019-08-13;NULL;4.05;22;3.96;80.34;45.16;1.82;3.15;0.56;0.82;NULL;NULL;19.56;NULL;0.003;0
27354;р. Хаджидер, 68 км, с. Чистоводне, кордон з Молдовою;ЧЕР ХАДЖИДЕР 0000 0000 0000 0000 0000 0068 01 51;Річки Причорномор'я;Лабораторія моніторингу вод та ґрунтів БУВР річок Причорномор'я та нижнього Дунаю;46.470861;29.738833;2019-07-29;NULL;9;151;3.1;403.7;203.8;0.3;0;0;0.23;0.46;NULL;22;NULL;NULL;NULL
27355;р. Каплань, 19 км, с. Крутоярівка, кордон з Молдовою;ЧЕР ХАДЖИДЕР 0049 0000 0000 0000 0000 0019 01 51;Річки Причорномор'я;Лабораторія моніторингу вод та ґрунтів БУВР річок Причорномор'я та нижнього Дунаю;46.345333;29.859806;2019-07-29;NULL;13;94;4;513.12;239.288;0.97;8.55;0;0.37;0.56;NULL;32;NULL;NULL;NULL
27369;р. Бахмутка, 55 км, вище м. Бахмут;АЗО ДОН 0218 0484 0000 0000 0000 0055 01 14;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.559;38.024;2019-07-22;NULL;NULL;22.5;9.15;NULL;NULL;NULL;NULL;NULL;NULL;0.036;NULL;NULL;NULL;0;0
27369;р. Бахмутка, 55 км, вище м. Бахмут;АЗО ДОН 0218 0484 0000 0000 0000 0055 01 14;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.559;38.024;2019-08-07;NULL;NULL;20.8;8.78;NULL;NULL;NULL;NULL;NULL;NULL;0.035;NULL;NULL;NULL;0;0
27369;р. Бахмутка, 55 км, вище м. Бахмут;АЗО ДОН 0218 0484 0000 0000 0000 0055 01 14;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.559;38.024;2019-09-11;NULL;NULL;21.5;8.83;NULL;NULL;NULL;NULL;NULL;NULL;0.037;NULL;NULL;NULL;0;0
27371;р. Прут, 653 км, м. Ліпкани (Республіка Молдова), міст;ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0653 08 77;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.253182;26.802528;2019-08-08;NULL;1.36;9;8.96;58.8;27.7;0.056;3.29;0.033;0.046;0.1;NULL;10;NULL;0;0
27372;р. Синюха, 94 км, смт Новоархангельск, Новоархангельське водосховище, питний в/з смт Смоліне;ЧЕР Ю.БУГ 0196 0000 0000 0000 0000 0094 01 48;Південний Буг;Лабораторія моніторингу вод та ґрунтів РОВР у Кіровоградській області;48.669;30.806;2019-07-18;NULL;3.21;NULL;8.76;48.03;38.61;0.25;0.36;0.01;0.96;0.03;NULL;34.34;NULL;NULL;NULL
27372;р. Синюха, 94 км, смт Новоархангельск, Новоархангельське водосховище, питний в/з смт Смоліне;ЧЕР Ю.БУГ 0196 0000 0000 0000 0000 0094 01 48;Південний Буг;Лабораторія моніторингу вод та ґрунтів РОВР у Кіровоградській області;48.669;30.806;2019-08-12;NULL;3.04;NULL;8.53;NULL;NULL;0.26;0.77;0.01;0.53;NULL;NULL;31.25;NULL;NULL;NULL
27372;р. Синюха, 94 км, смт Новоархангельск, Новоархангельське водосховище, питний в/з смт Смоліне;ЧЕР Ю.БУГ 0196 0000 0000 0000 0000 0094 01 48;Південний Буг;Лабораторія моніторингу вод та ґрунтів РОВР у Кіровоградській області;48.669;30.806;2019-09-10;NULL;2.89;NULL;8.77;NULL;NULL;0.19;0.44;0.01;0.74;NULL;NULL;29.29;NULL;NULL;NULL
27568;р. Рось, 102 км, с.Тептіївка, питний водозабір м.Миронівка;NULL;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;49.530686;30.963228;2019-07-22;NULL;3.3;7.1;6.5;24.9;45.1;0.4;0.6;0.03;0.17;NULL;NULL;39.4;NULL;NULL;NULL
27568;р. Рось, 102 км, с.Тептіївка, питний водозабір м.Миронівка;NULL;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;49.530686;30.963228;2019-08-05;NULL;3.2;7.2;7;47.8;39.1;0.63;2;0.34;0.7;NULL;NULL;41.8;NULL;NULL;NULL
27568;р. Рось, 102 км, с.Тептіївка, питний водозабір м.Миронівка;NULL;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;49.530686;30.963228;2019-09-10;NULL;2.1;5;7;64.6;50.3;0.19;1.7;0.05;0.7;NULL;NULL;22;NULL;NULL;NULL
27573;"р. Саксагань, 65 км, м.Пятихатки, Макортовське водосховище, м.Пятихатки, питний водозабір КП ПМР ""Житлокомплекс""";NULL;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.227072;33.772239;2019-07-09;NULL;3.6;11.8;8.14;1305.9;412.67;0.4;0.76;0.03;0.3;NULL;NULL;37.4;NULL;NULL;NULL
27596;"р. Бичок, 0 км, нижня ділянка в межах ЛРП ""Клебан-Бик""";UA_M6.5.1_0299_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.436806;37.771842;2019-08-29;NULL;NULL;17.5;8.78;NULL;NULL;NULL;NULL;NULL;NULL;0.021;NULL;NULL;NULL;0;0
27596;"р. Бичок, 0 км, нижня ділянка в межах ЛРП ""Клебан-Бик""";UA_M6.5.1_0299_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.436806;37.771842;2019-09-10;NULL;NULL;17;8.91;NULL;NULL;NULL;NULL;NULL;NULL;0.02;NULL;NULL;NULL;0;0
27598;р. Кривий Торець, 0 км, м. Торецьк, нижче скиду Фенольного заводу;UA_M6.5.1_0264_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.358175;37.818978;2019-07-17;NULL;NULL;19.5;8.97;NULL;NULL;NULL;NULL;NULL;NULL;0.036;NULL;NULL;NULL;0;0
27598;р. Кривий Торець, 0 км, м. Торецьк, нижче скиду Фенольного заводу;UA_M6.5.1_0264_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.358175;37.818978;2019-08-29;NULL;NULL;20;8.89;NULL;NULL;NULL;NULL;NULL;NULL;0.039;NULL;NULL;NULL;0;0
27598;р. Кривий Торець, 0 км, м. Торецьк, нижче скиду Фенольного заводу;UA_M6.5.1_0264_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.358175;37.818978;2019-09-10;NULL;NULL;19.8;8.91;NULL;NULL;NULL;NULL;NULL;NULL;0.036;NULL;NULL;NULL;0;0
27600;р. Казений Торець, 0 км, м. Слов'янськ, нижче скиду підприємств м. Краматорськ та м. Слов'янськ;UA_M6.5.1_0251_02;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.845244;37.620014;2019-07-17;NULL;NULL;20.5;8.99;NULL;NULL;NULL;NULL;NULL;NULL;0.037;NULL;NULL;NULL;0;0
27600;р. Казений Торець, 0 км, м. Слов'янськ, нижче скиду підприємств м. Краматорськ та м. Слов'янськ;UA_M6.5.1_0251_02;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.845244;37.620014;2019-08-29;NULL;NULL;21;8.67;NULL;NULL;NULL;NULL;NULL;NULL;0.04;NULL;NULL;NULL;0;0
27600;р. Казений Торець, 0 км, м. Слов'янськ, нижче скиду підприємств м. Краматорськ та м. Слов'янськ;UA_M6.5.1_0251_02;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.845244;37.620014;2019-09-10;NULL;NULL;20.8;8.53;NULL;NULL;NULL;NULL;NULL;NULL;0.037;NULL;NULL;NULL;0;0
27602;р. Сіверський Донець, 0 км, с. Крива Лука;UA_M6.5.1_0007_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.877964;37.9069;2019-07-22;NULL;NULL;9.5;8.97;NULL;NULL;NULL;NULL;NULL;NULL;0.024;NULL;NULL;NULL;0;0
27602;р. Сіверський Донець, 0 км, с. Крива Лука;UA_M6.5.1_0007_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.877964;37.9069;2019-08-07;NULL;NULL;8.6;8.42;NULL;NULL;NULL;NULL;NULL;NULL;0.03;NULL;NULL;NULL;0;0
27602;р. Сіверський Донець, 0 км, с. Крива Лука;UA_M6.5.1_0007_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.877964;37.9069;2019-09-11;NULL;NULL;9;8.61;NULL;NULL;NULL;NULL;NULL;NULL;0.028;NULL;NULL;NULL;0;0
27604;р. Красна, 0 км, гирло;NULL;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;49.023367;38.251297;2019-07-24;NULL;NULL;13.5;8.11;NULL;NULL;NULL;NULL;NULL;NULL;0.027;NULL;NULL;NULL;0;0
27604;р. Красна, 0 км, гирло;NULL;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;49.023367;38.251297;2019-08-29;NULL;NULL;14;8.18;NULL;NULL;NULL;NULL;NULL;NULL;0.024;NULL;NULL;NULL;0;0
27604;р. Красна, 0 км, гирло;NULL;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;49.023367;38.251297;2019-09-12;NULL;NULL;14;8.07;NULL;NULL;NULL;NULL;NULL;NULL;0.025;NULL;NULL;NULL;0;0
27606;р. Хорина, 0 км, ділянка від с. Павлівка до с.Травневе;UA_M6.5.1_0421_01;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;49.515881;38.369225;2019-07-24;NULL;NULL;18;8.2;NULL;NULL;NULL;NULL;NULL;NULL;0.031;NULL;NULL;NULL;0;0
27624;р. Уж, 85 км, вище смт. Великий Березний, питний водозабір;NULL;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.913889;22.461111;2019-07-15;NULL;3.5;NULL;9.5;21;13.6;NULL;NULL;NULL;NULL;0.01;NULL;9.7;NULL;0;0
27624;р. Уж, 85 км, вище смт. Великий Березний, питний водозабір;NULL;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.913889;22.461111;2019-08-20;NULL;2.2;NULL;12.4;14.1;10.8;NULL;NULL;NULL;NULL;0.007;NULL;5;NULL;0;0
27624;р. Уж, 85 км, вище смт. Великий Березний, питний водозабір;NULL;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.913889;22.461111;2019-09-17;NULL;2;NULL;12.6;10.4;14.7;NULL;NULL;NULL;NULL;0.006;NULL;5;NULL;0;0
27626;р. Волівчик, 0 км, 5 км вище смт. Воловець, питний водозабір;NULL;Дунай;NULL;48.547778;23.498611;2019-07-15;NULL;3.5;NULL;10.3;20.2;9.6;NULL;NULL;NULL;NULL;0.005;NULL;5.4;NULL;NULL;NULL
27626;р. Волівчик, 0 км, 5 км вище смт. Воловець, питний водозабір;NULL;Дунай;NULL;48.547778;23.498611;2019-08-20;NULL;3.2;NULL;10.9;17.3;7.8;NULL;NULL;NULL;NULL;0.005;NULL;5.1;NULL;NULL;NULL
27626;р. Волівчик, 0 км, 5 км вище смт. Воловець, питний водозабір;NULL;Дунай;NULL;48.547778;23.498611;2019-09-17;NULL;2.1;NULL;11.9;10.3;6.7;NULL;NULL;NULL;NULL;0.004;NULL;5;NULL;NULL;NULL
27628;потік Умножанський, 0 км, 2 км вище смт. Міжгір'я, питний водозабір;NULL;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.707778;23.184444;2019-07-15;NULL;2.6;NULL;10.8;19.7;7.4;NULL;NULL;NULL;NULL;0.004;NULL;5.1;NULL;NULL;NULL
27628;потік Умножанський, 0 км, 2 км вище смт. Міжгір'я, питний водозабір;NULL;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.707778;23.184444;2019-08-20;NULL;2.4;NULL;10.6;17.6;8.2;NULL;NULL;NULL;NULL;0.004;NULL;5.2;NULL;NULL;NULL
27628;потік Умножанський, 0 км, 2 км вище смт. Міжгір'я, питний водозабір;NULL;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.707778;23.184444;2019-09-17;NULL;2.1;NULL;11.8;12.1;5.4;NULL;NULL;NULL;NULL;0.003;NULL;5;NULL;NULL;NULL
27630;р. Свалявка, 0 км, 2 км вище м. Свалява, питний водозабір;NULL;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.590278;23.110278;2019-07-15;NULL;3;NULL;10.8;29.4;14;NULL;NULL;NULL;NULL;0.005;NULL;5.4;NULL;0;0
